triagram,frequency,probability
पथो,2,0.00031486146095717883
शैल,4,0.0006297229219143577
तेज,3,0.00047229219143576825
एका,2,0.00031486146095717883
एको,4,0.0006297229219143577
जले,8,0.0012594458438287153
खनत,2,0.00031486146095717883
मही,13,0.0020465994962216624
इयं,22,0.0034634760705289673
हरो,1,0.00015743073047858942
तलं,1,0.00015743073047858942
नैष,2,0.00031486146095717883
रसं,2,0.00031486146095717883
गतं,10,0.0015743073047858943
गां,6,0.0009445843828715365
चेह,8,0.0012594458438287153
चाह,4,0.0006297229219143577
वचो,22,0.0034634760705289673
सृज,1,0.00015743073047858942
मूढ,1,0.00015743073047858942
पशौ,1,0.00015743073047858942
ऽपि,2,0.00031486146095717883
धनु,1,0.00015743073047858942
नरा,12,0.001889168765743073
जने,2,0.00031486146095717883
जनक,1,0.00015743073047858942
मरु,1,0.00015743073047858942
मखा,1,0.00015743073047858942
भगो,1,0.00015743073047858942
ऋषे,1,0.00015743073047858942
हते,7,0.001102015113350126
तयो,2,0.00031486146095717883
धनू,2,0.00031486146095717883
शरं,4,0.0006297229219143577
वसे,1,0.00015743073047858942
रतो,1,0.00015743073047858942
नृप,3,0.00047229219143576825
गजं,6,0.0009445843828715365
दधि,4,0.0006297229219143577
चला,1,0.00015743073047858942
खलु,65,0.010232997481108312
जीव,3,0.00047229219143576825
शनै,2,0.00031486146095717883
वाच,5,0.0007871536523929471
भये,6,0.0009445843828715365
हता,5,0.0007871536523929471
बाल,2,0.00031486146095717883
वरौ,8,0.0012594458438287153
याच,1,0.00015743073047858942
बभौ,10,0.0015743073047858943
शपे,5,0.0007871536523929471
मृग,3,0.00047229219143576825
नहि,5,0.0007871536523929471
ननु,12,0.001889168765743073
बाढ,1,0.00015743073047858942
शठा,1,0.00015743073047858942
यशः,1,0.00015743073047858942
आहु,1,0.00015743073047858942
राज,2,0.00031486146095717883
गणै,1,0.00015743073047858942
सूत,11,0.0017317380352644836
दूत,3,0.00047229219143576825
अतो,6,0.0009445843828715365
वयः,1,0.00015743073047858942
जनं,10,0.0015743073047858943
पदा,1,0.00015743073047858942
दीन,3,0.00047229219143576825
समा,7,0.001102015113350126
वरा,4,0.0006297229219143577
जनो,5,0.0007871536523929471
मात,1,0.00015743073047858942
गति,3,0.00047229219143576825
घटै,1,0.00015743073047858942
भवे,2,0.00031486146095717883
मधु,8,0.0012594458438287153
रता,3,0.00047229219143576825
रमण,1,0.00015743073047858942
नाथ,9,0.0014168765743073047
सखे,6,0.0009445843828715365
नाग,5,0.0007871536523929471
शते,1,0.00015743073047858942
दान,1,0.00015743073047858942
भाव,2,0.00031486146095717883
बली,3,0.00047229219143576825
वैव,1,0.00015743073047858942
दिश,2,0.00031486146095717883
वृत,2,0.00031486146095717883
पवन,2,0.00031486146095717883
कदा,8,0.0012594458438287153
रथे,2,0.00031486146095717883
मेघ,4,0.0006297229219143577
ताः,12,0.001889168765743073
भवत,1,0.00015743073047858942
एकः,2,0.00031486146095717883
नगा,1,0.00015743073047858942
एता,1,0.00015743073047858942
गुह,7,0.001102015113350126
हया,1,0.00015743073047858942
बले,4,0.0006297229219143577
नौः,3,0.00047229219143576825
शुक,1,0.00015743073047858942
काल,6,0.0009445843828715365
नगे,1,0.00015743073047858942
मेव,2,0.00031486146095717883
जहौ,5,0.0007871536523929471
पुन,7,0.001102015113350126
मिव,1,0.00015743073047858942
नगो,1,0.00015743073047858942
बाण,1,0.00015743073047858942
कृत,2,0.00031486146095717883
ऋते,1,0.00015743073047858942
यमो,1,0.00015743073047858942
एहि,3,0.00047229219143576825
लास,1,0.00015743073047858942
नरो,2,0.00031486146095717883
भरत,27,0.004250629722921915
यैः,1,0.00015743073047858942
धृत,1,0.00015743073047858942
याम,2,0.00031486146095717883
नभः,3,0.00047229219143576825
सभा,2,0.00031486146095717883
जगत,2,0.00031486146095717883
कथा,2,0.00031486146095717883
जटा,1,0.00015743073047858942
जात,3,0.00047229219143576825
गजा,1,0.00015743073047858942
घना,4,0.0006297229219143577
रेव,1,0.00015743073047858942
परे,4,0.0006297229219143577
धूम,1,0.00015743073047858942
दृढ,2,0.00031486146095717883
नवं,1,0.00015743073047858942
मृत,1,0.00015743073047858942
चरे,1,0.00015743073047858942
इमा,1,0.00015743073047858942
एषु,2,0.00031486146095717883
रथो,5,0.0007871536523929471
खरो,9,0.0014168765743073047
सतो,2,0.00031486146095717883
वरे,1,0.00015743073047858942
वयो,2,0.00031486146095717883
जनय,1,0.00015743073047858942
तैः,12,0.001889168765743073
वां,5,0.0007871536523929471
इतो,4,0.0006297229219143577
वधः,2,0.00031486146095717883
जटी,2,0.00031486146095717883
खरं,7,0.001102015113350126
खरः,8,0.0012594458438287153
रथः,1,0.00015743073047858942
खरे,1,0.00015743073047858942
शरा,1,0.00015743073047858942
गदा,1,0.00015743073047858942
नीच,5,0.0007871536523929471
शरै,1,0.00015743073047858942
यति,1,0.00015743073047858942
सहे,1,0.00015743073047858942
कूप,1,0.00015743073047858942
मयो,2,0.00031486146095717883
करं,1,0.00015743073047858942
पाप,2,0.00031486146095717883
ताल,1,0.00015743073047858942
शूर,2,0.00031486146095717883
पनः,1,0.00015743073047858942
भीत,1,0.00015743073047858942
नलो,1,0.00015743073047858942
खगा,1,0.00015743073047858942
पुर,1,0.00015743073047858942
मेन,1,0.00015743073047858942
रोष,1,0.00015743073047858942
साम,2,0.00031486146095717883
नखा,1,0.00015743073047858942
शशः,1,0.00015743073047858942
कुत,1,0.00015743073047858942
तार,1,0.00015743073047858942
तमो,2,0.00031486146095717883
कोप,1,0.00015743073047858942
कपि,1,0.00015743073047858942
रंह,1,0.00015743073047858942
नील,1,0.00015743073047858942
देश,1,0.00015743073047858942
गतौ,4,0.0006297229219143577
ददा,1,0.00015743073047858942
फलो,1,0.00015743073047858942
तले,1,0.00015743073047858942
मदं,1,0.00015743073047858942
शरः,1,0.00015743073047858942
लता,1,0.00015743073047858942
जगौ,1,0.00015743073047858942
घनं,1,0.00015743073047858942
भूः,2,0.00031486146095717883
पिब,2,0.00031486146095717883
शची,2,0.00031486146095717883
जनै,1,0.00015743073047858942
नला,1,0.00015743073047858942
कपे,1,0.00015743073047858942
ममः,1,0.00015743073047858942
जयो,1,0.00015743073047858942
सैव,1,0.00015743073047858942
भीम,1,0.00015743073047858942
यात,1,0.00015743073047858942
गजो,1,0.00015743073047858942
रथी,1,0.00015743073047858942
भीः,1,0.00015743073047858942
नाद,1,0.00015743073047858942
कपय,1,0.00015743073047858942
शतश,1,0.00015743073047858942
काक,1,0.00015743073047858942
बलै,1,0.00015743073047858942
