digram,frequency,probability
ऊब,15,2.1544245560736387e-06
बठ,8,1.1490264299059407e-06
ओए,32,4.596105719623763e-06
यो,47,6.750530275697402e-06
जव,8,1.1490264299059407e-06
प्,18,2.5853094672883666e-06
छः,9,1.2926547336441833e-06
लौ,59,8.474069920556313e-06
हस,9,1.2926547336441833e-06
प.,27,3.87796420093255e-06
रू,9,1.2926547336441833e-06
सू,135,1.938982100466275e-05
ची,74,1.0628494476629951e-05
रद,8,1.1490264299059407e-06
रट,32,4.596105719623763e-06
भं,8,1.1490264299059407e-06
नः,8,1.1490264299059407e-06
पन,9,1.2926547336441833e-06
ता,9,1.2926547336441833e-06
धक,9,1.2926547336441833e-06
औप,35,5.02699063083849e-06
खस,25,3.5907075934560647e-06
एट,35,5.02699063083849e-06
मद,60,8.617698224294555e-06
वर,43,6.176017060744431e-06
दु,10,1.436283037382426e-06
नी,33,4.739734023362006e-06
नल,46,6.606901971959159e-06
एव,10,1.436283037382426e-06
बा,47,6.750530275697402e-06
उद,47,6.750530275697402e-06
नय,10,1.436283037382426e-06
डच,49,7.037786883173887e-06
भो,10,1.436283037382426e-06
यक,10,1.436283037382426e-06
चे,32,4.596105719623763e-06
द.,209,3.00183154812927e-05
चक,47,6.750530275697402e-06
रग,34,4.883362327100248e-06
हए,29,4.165220808409035e-06
डो,21,3.016194378503094e-06
लू,495,7.109601035043008e-05
डग,36,5.170618934576733e-06
लि,12,1.723539644858911e-06
तल,63,9.048583135509283e-06
वि,16,2.2980528598118814e-06
लए,11,1.5799113411206684e-06
यद,11,1.5799113411206684e-06
हफ,25,3.5907075934560647e-06
गण,151,2.1687873864474632e-05
इल,48,6.894158579435644e-06
टब,21,3.016194378503094e-06
कफ,16,2.2980528598118814e-06
सई,72,1.0341237869153467e-05
मग,12,1.723539644858911e-06
डन,15,2.1544245560736387e-06
शू,12,1.723539644858911e-06
झट,46,6.606901971959159e-06
लक,36,5.170618934576733e-06
यी,12,1.723539644858911e-06
इव,24,3.447079289717822e-06
बट,47,6.750530275697402e-06
ठा,24,3.447079289717822e-06
त।,12,1.723539644858911e-06
दौ,12,1.723539644858911e-06
उग,18,2.5853094672883666e-06
शट,11,1.5799113411206684e-06
जौ,36,5.170618934576733e-06
धम,11,1.5799113411206684e-06
वू,32,4.596105719623763e-06
कश,11,1.5799113411206684e-06
रल,11,1.5799113411206684e-06
रफ,16,2.2980528598118814e-06
ते,10,1.436283037382426e-06
मै,17,2.441681163550124e-06
पक,17,2.441681163550124e-06
भई,10,1.436283037382426e-06
मय,10,1.436283037382426e-06
ईट,22,3.1598226822413368e-06
दह,10,1.436283037382426e-06
फी,26,3.7343358971943073e-06
ढो,9,1.2926547336441833e-06
शा,9,1.2926547336441833e-06
आध,19,2.7289377710266093e-06
गढ,9,1.2926547336441833e-06
जै,9,1.2926547336441833e-06
।।,9,1.2926547336441833e-06
तर,14,2.010796252335396e-06
सथ,12,1.723539644858911e-06
मध,9,1.2926547336441833e-06
छग,9,1.2926547336441833e-06
पग,33,4.739734023362006e-06
ड्,8,1.1490264299059407e-06
थ.,16,2.2980528598118814e-06
जह,9,1.2926547336441833e-06
यु,21,3.016194378503094e-06
हा,7,1.005398126167698e-06
खम,7,1.005398126167698e-06
सः,6,8.617698224294555e-07
गी,6,8.617698224294555e-07
आह,6,8.617698224294555e-07
मि,6,8.617698224294555e-07
ेी,6,8.617698224294555e-07
इश,6,8.617698224294555e-07
बद,22,3.1598226822413368e-06
अभ,5,7.18141518691213e-07
गर,23,3.3034509859795794e-06
वय,5,7.18141518691213e-07
गड,5,7.18141518691213e-07
ऐम,5,7.18141518691213e-07
औक,9,1.2926547336441833e-06
ऊन,4,5.745132149529703e-07
भग,4,5.745132149529703e-07
आव,4,5.745132149529703e-07
छट,4,5.745132149529703e-07
जट,15,2.1544245560736387e-06
रम,3,4.3088491121472775e-07
ईच,6,8.617698224294555e-07
ज.,15,2.1544245560736387e-06
टक,9,1.2926547336441833e-06
शब,2,2.8725660747648517e-07
जि,2,2.8725660747648517e-07
चढ,2,2.8725660747648517e-07
ओज,2,2.8725660747648517e-07
गय,2,2.8725660747648517e-07
हं,2,2.8725660747648517e-07
ऊँ,3,4.3088491121472775e-07
पफ,1,1.4362830373824258e-07
हु,1,1.4362830373824258e-07
मू,1,1.4362830373824258e-07
खन,1,1.4362830373824258e-07
