triagram,frequency,probability
जनक,1,0.00016812373907195696
मरु,1,0.00016812373907195696
मखा,1,0.00016812373907195696
भगो,1,0.00016812373907195696
परो,3,0.0005043712172158709
ऋषे,1,0.00016812373907195696
मनो,17,0.0028581035642232682
हते,7,0.0011768661735036988
तयो,2,0.0003362474781439139
धनू,2,0.0003362474781439139
शरं,4,0.0006724949562878278
वसे,1,0.00016812373907195696
रतो,1,0.00016812373907195696
परा,6,0.0010087424344317419
नृप,3,0.0005043712172158709
रथं,21,0.0035305985205110963
गजं,6,0.0010087424344317419
दधि,4,0.0006724949562878278
चला,1,0.00016812373907195696
खलु,65,0.010928043039677203
जीव,3,0.0005043712172158709
शनै,2,0.0003362474781439139
वाच,5,0.0008406186953597848
भये,6,0.0010087424344317419
शठो,4,0.0006724949562878278
हता,5,0.0008406186953597848
बाल,2,0.0003362474781439139
समं,10,0.0016812373907195697
वरौ,8,0.0013449899125756557
याच,1,0.00016812373907195696
मनः,12,0.0020174848688634837
बभौ,10,0.0016812373907195697
शपे,5,0.0008406186953597848
मृग,3,0.0005043712172158709
नहि,5,0.0008406186953597848
ननु,12,0.0020174848688634837
बाढ,1,0.00016812373907195696
शठा,1,0.00016812373907195696
दया,2,0.0003362474781439139
यशः,1,0.00016812373907195696
आहु,1,0.00016812373907195696
राज,2,0.0003362474781439139
गणै,1,0.00016812373907195696
सूत,11,0.0018493611297915266
दूत,3,0.0005043712172158709
अतो,6,0.0010087424344317419
वयः,1,0.00016812373907195696
जनं,10,0.0016812373907195697
पदा,1,0.00016812373907195696
दीन,3,0.0005043712172158709
नरः,4,0.0006724949562878278
सति,3,0.0005043712172158709
समा,7,0.0011768661735036988
वरा,4,0.0006724949562878278
जनो,5,0.0008406186953597848
मात,1,0.00016812373907195696
गति,3,0.0005043712172158709
यशो,4,0.0006724949562878278
घटै,1,0.00016812373907195696
वशे,4,0.0006724949562878278
भवे,2,0.0003362474781439139
मधु,8,0.0013449899125756557
रता,3,0.0005043712172158709
रमण,1,0.00016812373907195696
नाथ,9,0.0015131136516476126
इमं,8,0.0013449899125756557
सखा,5,0.0008406186953597848
नेह,15,0.0025218560860793544
सखे,6,0.0010087424344317419
नाग,5,0.0008406186953597848
शते,1,0.00016812373907195696
दान,1,0.00016812373907195696
भाव,2,0.0003362474781439139
बली,3,0.0005043712172158709
वैव,1,0.00016812373907195696
दिश,2,0.0003362474781439139
वचः,19,0.003194351042367182
वृत,2,0.0003362474781439139
शशी,3,0.0005043712172158709
पवन,2,0.0003362474781439139
कदा,8,0.0013449899125756557
रथे,2,0.0003362474781439139
गतः,3,0.0005043712172158709
मेघ,4,0.0006724949562878278
ताः,12,0.0020174848688634837
भवत,1,0.00016812373907195696
एकः,2,0.0003362474781439139
नगा,1,0.00016812373907195696
यया,6,0.0010087424344317419
एता,1,0.00016812373907195696
गुह,7,0.0011768661735036988
हया,1,0.00016812373907195696
बले,4,0.0006724949562878278
नौः,3,0.0005043712172158709
शुक,1,0.00016812373907195696
काल,6,0.0010087424344317419
नगे,1,0.00016812373907195696
मेव,2,0.0003362474781439139
जहौ,5,0.0008406186953597848
पुन,7,0.0011768661735036988
मिव,1,0.00016812373907195696
हतः,8,0.0013449899125756557
फले,1,0.00016812373907195696
कां,1,0.00016812373907195696
नगो,1,0.00016812373907195696
बाण,1,0.00016812373907195696
कृत,2,0.0003362474781439139
यां,14,0.0023537323470073975
हतो,14,0.0023537323470073975
याः,4,0.0006724949562878278
ऋते,1,0.00016812373907195696
उभौ,3,0.0005043712172158709
यमो,1,0.00016812373907195696
एहि,3,0.0005043712172158709
पदं,5,0.0008406186953597848
लास,1,0.00016812373907195696
नरो,2,0.0003362474781439139
भरत,27,0.004539340954942838
यैः,1,0.00016812373907195696
उभे,1,0.00016812373907195696
जना,1,0.00016812373907195696
वशं,6,0.0010087424344317419
धृत,1,0.00016812373907195696
याम,2,0.0003362474781439139
नभः,3,0.0005043712172158709
सभा,2,0.0003362474781439139
जगत,2,0.0003362474781439139
कथा,2,0.0003362474781439139
जटा,1,0.00016812373907195696
जात,3,0.0005043712172158709
गजा,1,0.00016812373907195696
घना,4,0.0006724949562878278
जनः,4,0.0006724949562878278
रेव,1,0.00016812373907195696
परे,4,0.0006724949562878278
असौ,3,0.0005043712172158709
धूम,1,0.00016812373907195696
दृढ,2,0.0003362474781439139
रजः,2,0.0003362474781439139
नवं,1,0.00016812373907195696
मृत,1,0.00016812373907195696
मतं,4,0.0006724949562878278
चरे,1,0.00016812373907195696
इमा,1,0.00016812373907195696
एषु,2,0.0003362474781439139
रथो,5,0.0008406186953597848
खरो,9,0.0015131136516476126
सतो,2,0.0003362474781439139
तपः,3,0.0005043712172158709
लोक,2,0.0003362474781439139
वरे,1,0.00016812373907195696
वयो,2,0.0003362474781439139
जनय,1,0.00016812373907195696
तैः,12,0.0020174848688634837
वां,5,0.0008406186953597848
इतो,4,0.0006724949562878278
वधः,2,0.0003362474781439139
रणे,34,0.0057162071284465365
जटी,2,0.0003362474781439139
एनं,1,0.00016812373907195696
खरं,7,0.0011768661735036988
खरः,8,0.0013449899125756557
रथः,1,0.00016812373907195696
खरे,1,0.00016812373907195696
अमी,6,0.0010087424344317419
शरा,1,0.00016812373907195696
गदा,1,0.00016812373907195696
नीच,5,0.0008406186953597848
शरै,1,0.00016812373907195696
यति,1,0.00016812373907195696
सहे,1,0.00016812373907195696
कूप,1,0.00016812373907195696
मयो,2,0.0003362474781439139
करं,1,0.00016812373907195696
पाप,2,0.0003362474781439139
ताल,1,0.00016812373907195696
शूर,2,0.0003362474781439139
वेद,7,0.0011768661735036988
जरा,1,0.00016812373907195696
पनः,1,0.00016812373907195696
भीत,1,0.00016812373907195696
नलो,1,0.00016812373907195696
खगा,1,0.00016812373907195696
पुर,1,0.00016812373907195696
मेन,1,0.00016812373907195696
रोष,1,0.00016812373907195696
साम,2,0.0003362474781439139
नखा,1,0.00016812373907195696
शशः,1,0.00016812373907195696
कुत,1,0.00016812373907195696
तार,1,0.00016812373907195696
तमो,2,0.0003362474781439139
कोप,1,0.00016812373907195696
कपि,1,0.00016812373907195696
रंह,1,0.00016812373907195696
नील,1,0.00016812373907195696
देश,1,0.00016812373907195696
गतौ,4,0.0006724949562878278
ददा,1,0.00016812373907195696
फलो,1,0.00016812373907195696
तले,1,0.00016812373907195696
मदं,1,0.00016812373907195696
शरः,1,0.00016812373907195696
तमः,2,0.0003362474781439139
लता,1,0.00016812373907195696
जगौ,1,0.00016812373907195696
घनं,1,0.00016812373907195696
भूः,2,0.0003362474781439139
पिब,2,0.0003362474781439139
शची,2,0.0003362474781439139
जनै,1,0.00016812373907195696
नला,1,0.00016812373907195696
कपे,1,0.00016812373907195696
ममः,1,0.00016812373907195696
जयो,1,0.00016812373907195696
सैव,1,0.00016812373907195696
भीम,1,0.00016812373907195696
यात,1,0.00016812373907195696
गजो,1,0.00016812373907195696
रथी,1,0.00016812373907195696
भीः,1,0.00016812373907195696
नाद,1,0.00016812373907195696
कपय,1,0.00016812373907195696
शतश,1,0.00016812373907195696
काक,1,0.00016812373907195696
बलै,1,0.00016812373907195696
